Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Position
Caleb Houstan,ORL,21,21,11,10,6.2,1.7,0.5,1.6,32.4,0.4,1.3,32.1,0.2,0.2,100.0,0.1,0.3,0.4,0.2,0.0,0.0,0.1,0.4,2.9,0,0,-0.9,Guard
Dwight Powell,DAL,33,25,16,9,7.7,1.7,0.5,0.6,80.0,0.0,0.0,100.0,0.7,1.0,65.4,0.6,1.0,1.6,0.7,0.2,0.3,0.4,1.2,6.8,0,0,0.3,Forward-Center
Adem Bona,PHI,21,15,2,13,6.8,1.6,0.6,0.9,64.3,0.0,0.0,0.0,0.4,0.5,85.7,0.6,1.2,1.8,0.1,0.4,0.0,0.4,1.1,4.7,0,0,0.6,Forward
James Johnson,IND,37,5,1,4,4.3,1.6,0.8,1.4,57.1,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.8,0.8,0.6,0.8,0.0,0.4,0.6,3.9,0,0,1.0,Forward
Yuki Kawamura,MEM,23,15,12,3,3.5,1.6,0.5,1.3,40.0,0.3,0.9,28.6,0.3,0.4,66.7,0.0,0.3,0.3,0.7,0.3,0.1,0.0,0.3,3.0,0,0,-0.1,Guard
Pacôme Dadiet,NYK,19,12,10,2,6.8,1.6,0.5,1.7,30.0,0.4,1.2,35.7,0.2,0.2,100.0,0.0,1.1,1.1,0.4,0.1,0.1,0.2,0.4,4.2,0,0,0.1,Forward
Cory Joseph,ORL,33,19,10,9,6.1,1.6,0.6,1.7,33.3,0.4,1.2,36.4,0.0,0.0,0.0,0.3,0.7,1.0,0.7,0.3,0.3,0.1,0.4,4.8,0,0,-0.5,Guard
Enrique Freeman,IND,24,17,4,13,7.0,1.5,0.6,1.3,45.5,0.1,0.4,16.7,0.3,0.5,55.6,0.2,0.6,0.8,0.4,0.2,0.1,0.1,0.9,3.5,0,0,-2.4,Forward
Jordan Walsh,BOS,20,23,17,6,8.8,1.5,0.5,1.7,31.6,0.3,1.3,24.1,0.2,0.3,50.0,0.5,0.8,1.3,0.3,0.2,0.3,0.3,0.7,5.1,0,0,1.6,Guard
Alex Len,SAC,31,24,11,13,7.3,1.5,0.6,1.1,57.7,0.0,0.2,0.0,0.3,0.5,54.5,0.5,1.3,1.7,0.9,0.3,0.1,0.6,0.9,6.8,0,0,-2.3,Center
Armel Traore,LAL,21,8,4,4,7.7,1.5,0.6,2.3,27.8,0.0,0.9,0.0,0.3,0.9,28.6,0.1,1.6,1.8,0.1,0.3,0.5,0.3,0.8,5.8,0,0,-6.0,Forward
Matt Ryan,NYK,27,10,9,1,4.6,1.5,0.6,2.1,28.6,0.3,1.4,21.4,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.1,0.0,0.0,1.7,0,0,-3.2,Forward
Terrence Shannon Jr.,MIN,24,10,7,3,4.5,1.5,0.7,1.3,53.8,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.3,0.2,0.1,0.1,3.1,0,0,0.5,Guard-Forward
Colin Castleton,MEM,24,9,8,1,3.7,1.4,0.2,0.9,25.0,0.0,0.4,0.0,1.0,1.0,100.0,0.2,0.7,0.9,0.0,0.0,0.0,0.1,0.4,2.8,0,0,0.7,Center
AJ Johnson,MIL,20,5,3,2,2.1,1.4,0.6,1.2,50.0,0.2,0.2,100.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.4,0.0,0.0,0.0,1.8,0,0,2.0,Guard
Pat Spencer,GSW,28,10,4,6,4.9,1.4,0.6,1.7,35.3,0.0,0.3,0.0,0.2,0.2,100.0,0.4,0.6,1.0,1.4,0.4,0.6,0.0,0.4,6.1,0,0,-0.5,Guard
Adam Flagler,OKC,25,11,10,1,3.6,1.4,0.5,1.8,25.0,0.5,1.7,26.3,0.0,0.0,0.0,0.2,0.4,0.5,0.0,0.0,0.2,0.0,0.4,2.6,0,0,0.9,Guard
Jack McVeigh,HOU,28,6,5,1,3.6,1.3,0.5,1.8,27.3,0.3,1.3,25.0,0.0,0.0,0.0,0.2,0.5,0.7,0.2,0.2,0.0,0.2,0.2,2.7,0,0,0.3,Guard-Forward
Jaden Springer,BOS,22,12,9,3,4.4,1.3,0.3,1.1,23.1,0.0,0.3,0.0,0.8,1.1,76.9,0.3,0.8,1.2,0.3,0.1,0.3,0.0,0.5,3.9,0,0,-1.7,Guard
Jazian Gortman,DAL,21,12,8,4,3.4,1.3,0.5,1.3,37.5,0.3,0.6,42.9,0.1,0.2,50.0,0.1,0.2,0.3,0.3,0.2,0.1,0.1,0.4,2.5,0,0,-0.8,Guard
Luke Travers,CLE,23,6,5,1,6.9,1.3,0.5,1.2,42.9,0.0,0.5,0.0,0.3,0.3,100.0,0.2,0.8,1.0,0.8,0.3,0.2,0.2,0.5,4.5,0,0,1.0,Forward
Markieff Morris,DAL,35,4,3,1,5.2,1.3,0.5,2.3,22.2,0.3,0.8,33.3,0.0,0.0,0.0,0.0,1.3,1.3,0.5,0.5,0.0,0.3,0.0,3.8,0,0,-3.5,Forward
Brandon Williams,DAL,25,5,5,0,4.3,1.2,0.4,1.8,22.2,0.0,0.4,0.0,0.4,0.6,66.7,0.2,0.6,0.8,0.4,0.4,0.0,0.0,0.4,2.4,0,0,-3.2,Guard
JD Davison,BOS,22,5,5,0,4.7,1.2,0.4,1.0,40.0,0.2,0.6,33.3,0.2,0.4,50.0,0.0,0.4,0.4,0.2,1.2,0.2,0.0,0.2,1.4,0,0,-6.0,Guard
Zeke Nnaji,DEN,23,18,12,6,4.7,1.2,0.6,1.3,41.7,0.0,0.5,0.0,0.1,0.3,20.0,0.1,0.3,0.4,0.2,0.1,0.1,0.1,0.4,2.4,0,0,-3.6,Forward-Center
Xavier Tillman,BOS,25,20,18,2,7.9,1.2,0.5,1.8,25.7,0.2,1.0,21.1,0.1,0.1,50.0,0.4,1.3,1.7,0.3,0.3,0.3,0.2,0.7,4.5,0,0,0.6,Forward
Colby Jones,SAC,22,21,9,12,5.6,1.1,0.5,1.1,41.7,0.2,0.4,44.4,0.0,0.0,0.0,0.3,0.7,1.0,0.2,0.3,0.2,0.2,0.6,3.7,0,0,-0.5,Guard
Sidy Cissoko,SAS,20,12,5,7,3.0,1.1,0.4,0.9,45.5,0.3,0.4,60.0,0.0,0.3,0.0,0.2,0.5,0.7,0.4,0.1,0.0,0.0,0.4,2.4,0,0,-0.3,Guard
Dominick Barlow,ATL,21,4,2,2,4.9,1.0,0.3,0.8,33.3,0.3,0.3,100.0,0.3,0.5,50.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.5,2.1,0,0,0.8,Forward
Jared Rhoden,CHA,25,4,1,3,2.9,1.0,0.5,2.0,25.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.3,0.3,0.0,0.3,3.5,0,0,2.0,Guard
Jaylen Martin,BKN,20,3,2,1,1.6,1.0,0.3,0.7,50.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0,0,0.3,Guard
Mouhamed Gueye,ATL,22,2,0,2,5.7,1.0,0.5,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1.7,0,0,-0.5,Forward
Quinten Post,GSW,24,2,0,2,2.7,1.0,0.5,1.5,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,2.4,0,0,1.5,Center
Trey Alexander,DEN,21,10,6,4,4.8,0.9,0.3,1.2,25.0,0.1,0.6,16.7,0.2,0.2,100.0,0.0,0.1,0.1,0.3,0.1,0.0,0.1,0.3,1.7,0,0,0.6,Guard
Baylor Scheierman,BOS,24,5,5,0,6.8,0.8,0.2,2.0,10.0,0.0,1.2,0.0,0.4,0.4,100.0,0.4,1.0,1.4,0.4,0.0,0.2,0.0,0.6,3.7,0,0,-2.0,Guard
Karlo Matković,NOP,23,5,1,4,7.7,0.8,0.4,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,2.0,0.0,0.8,0.6,0.6,0.8,6.0,0,0,0.2,Forward-Center
PJ Dozier,MIN,28,9,7,2,3.9,0.8,0.2,0.3,66.7,0.2,0.3,66.7,0.1,0.7,16.7,0.1,0.4,0.6,0.6,0.1,0.1,0.0,0.3,2.5,0,0,-0.4,Guard-Forward
D.J. Carton,TOR,24,4,1,3,8.3,0.8,0.3,1.8,14.3,0.0,0.8,0.0,0.3,0.3,100.0,0.0,1.0,1.0,0.8,1.0,0.5,0.0,0.3,3.6,0,0,3.0,Guard
Liam Robbins,MIL,25,7,3,4,4.7,0.7,0.3,0.6,50.0,0.0,0.1,0.0,0.1,0.6,25.0,0.6,0.4,1.0,0.1,0.1,0.1,0.1,0.6,2.8,0,0,1.9,Center
Branden Carlson,OKC,25,6,6,0,3.6,0.7,0.2,1.3,12.5,0.0,1.0,0.0,0.3,0.3,100.0,0.5,1.0,1.5,0.3,0.2,0.2,0.2,0.2,3.8,0,0,2.5,Center
Chris Livingston,MIL,21,3,3,0,2.0,0.7,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.3,0.3,0.3,0.0,0.0,2.6,0,0,1.3,Forward
Gui Santos,GSW,22,9,5,4,4.4,0.7,0.2,0.8,28.6,0.1,0.6,20.0,0.1,0.2,50.0,0.2,0.8,1.0,0.3,0.3,0.0,0.1,0.7,2.4,0,0,1.3,Forward
